terrain_type,band,polarization,statistic,a_0,a_5,a_10,a_15,a_20,a_25,a_30,a_35,a_40,a_45,a_50,a_55,a_60,a_65,a_70,a_75,a_80
 2.],NULL,[1. 2. 0. 2. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 6. 2.],NULL,[2. 0. 2. 0. 2. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 4. 2. 0. 2.],NULL,[1. 0. 1. 0. 3. 1. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 2. 0. 2. 2.],NULL,[1. 0. 1. 3. 1. 0. 0. 0. 2. 0. 2. 0. 2. 0. 0. 2. 2.],NULL,[1. 2. 5. 0. 4. 0. 0. 2. 0. 2.],NULL,[1. 4. 2. 1. 0. 2. 2. 0. 0. 0. 4.],NULL,[2. 0. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 3. 5.],NULL,[4. 0. 2. 0. 0. 0. 0. 4.]
b3,Ku,hv,N,10.0,NULL,10.0,NULL,10.0,NULL,10.0,NULL,10.0,NULL,10.0,NULL,10.0,NULL,10.0,NULL,10.0
b3,Ku,hv,snmin,-13.0,NULL,-11.0,NULL,-12.5,NULL,-13.5,NULL,-15.5,NULL,-17.5,NULL,-18.5,NULL,-25.0,NULL,-20.5
b3,Ku,hv,snmax,-4.0,NULL,-7.5,NULL,-8.5,NULL,-9.5,NULL,-10.5,NULL,-13.0,NULL,-13.0,NULL,-15.5,NULL,-17.5
b3,Ku,hv,countData,[1. 1. 0. 0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 0. 0. 1. 1.],NULL,[1. 0. 1. 0. 2. 1. 5.],NULL,[1. 1. 0. 1. 3. 2. 1. 0. 1.],NULL,[4. 0. 0. 2. 1. 0. 2. 0. 1.],NULL,[1. 2. 0. 0. 1. 2. 0. 2. 0. 1. 1.],NULL,[1. 0. 1. 2. 1. 0. 2. 0. 1. 2.],NULL,[1. 0. 1. 1. 1. 2. 0. 1. 1. 1. 0. 1.],NULL,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],NULL,[4. 0. 2. 0. 0. 2. 2.]
b3,Ku,hh,N,14.0,NULL,16.0,NULL,16.0,NULL,16.0,NULL,16.0,NULL,16.0,NULL,16.0,NULL,16.0,NULL,10.0
b3,Ku,hh,snmin,-14.0,NULL,-13.5,NULL,-17.0,NULL,-19.5,NULL,-18.0,NULL,-17.5,NULL,-19.0,NULL,-22.0,NULL,-18.0
b3,Ku,hh,snmax,-1.5,NULL,-4.0,NULL,-6.0,NULL,-8.0,NULL,-8.5,NULL,-10.5,NULL,-12.0,NULL,-13.5,NULL,-14.5
b3,Ku,hh,countData,[1. 1. 2. 1. 1. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 2. 2.],NULL,[2. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 6. 2.],NULL,[2. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 4. 2. 0. 2.],NULL,[2. 0. 0. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 2. 0. 2. 2.],NULL,[1. 3. 1. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 2. 0. 0. 2. 2.],NULL,[1. 2. 0. 1. 1. 1. 2. 2. 0. 2. 0. 0. 2. 0. 2.],NULL,[3. 1. 1. 1. 0. 2. 0. 0. 0. 2. 2. 0. 0. 0. 4.],NULL,[2. 0. 2. 0. 0. 2. 0. 0. 1. 2. 1. 0. 1. 1. 0. 0. 0. 4.],NULL,[4. 0. 2. 0. 0. 0. 0. 4.]
b3,S,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,vv,countData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,hv,countData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,S,hh,countData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,X,vv,N,17.0,NULL,17.0,NULL,17.0,NULL,17.0,NULL,17.0,NULL,17.0,NULL,17.0,NULL,17.0,NULL,12.0
b3,X,vv,snmin,-12.0,NULL,-11.0,NULL,-14.0,NULL,-16.5,NULL,-16.0,NULL,-15.5,NULL,-17.5,NULL,-22.5,NULL,-17.0
b3,X,vv,snmax,-1.5,NULL,-3.0,NULL,-5.5,NULL,-6.0,NULL,-8.0,NULL,-10.0,NULL,-11.0,NULL,-11.0,NULL,-11.5
b3,X,vv,countData,[4. 1. 1. 1. 0. 0. 0. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 2. 0. 2. 2.],NULL,[2. 2. 0. 1. 0. 0. 0. 0. 2. 0. 2. 0. 0. 0. 0. 6. 0. 2.],NULL,[2. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 4. 0. 2. 0. 4. 2.],NULL,[1. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 2. 4. 0. 2. 0. 0. 2.],NULL,[1. 0. 4. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 4.],NULL,[1. 2. 0. 1. 3. 2. 2. 2. 0. 0. 0. 2. 2.],NULL,[1. 2. 1. 1. 0. 2. 2. 0. 2. 2. 0. 0. 2. 2.],NULL,[2. 0. 0. 0. 0. 2. 0. 0. 0. 0. 2. 0. 0. 1. 0. 4. 1. 1. 0. 0. 0. 0. 0. 4.],NULL,[2. 2. 0. 0. 2. 0. 2. 2. 0. 0. 2.]
b3,X,hv,N,12.0,NULL,12.0,NULL,12.0,NULL,12.0,NULL,12.0,NULL,12.0,NULL,12.0,NULL,12.0,NULL,12.0
b3,X,hv,snmin,-15.0,NULL,-11.0,NULL,-12.5,NULL,-15.0,NULL,-16.0,NULL,-17.5,NULL,-19.0,NULL,-25.0,NULL,-21.0
b3,X,hv,snmax,-4.5,NULL,-5.0,NULL,-8.0,NULL,-8.5,NULL,-9.5,NULL,-10.0,NULL,-12.0,NULL,-11.5,NULL,-13.0
b3,X,hv,countData,[1. 0. 1. 0. 0. 1. 0. 1. 2. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1.],NULL,[1. 2. 1. 0. 3. 2. 0. 0. 1. 1. 0. 1.],NULL,[1. 0. 3. 0. 1. 2. 1. 2. 1. 0. 1.],NULL,[1. 1. 0. 1. 2. 2. 0. 0. 0. 2. 2. 0. 1.],NULL,[1. 1. 1. 0. 2. 2. 1. 0. 0. 1. 1. 1. 1.],NULL,[2. 0. 0. 0. 1. 1. 3. 0. 1. 0. 1. 1. 1. 0. 0. 1.],NULL,[1. 0. 1. 1. 0. 2. 1. 1. 0. 0. 1. 1. 2. 0. 1.],NULL,[2. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0.
 1. 0. 1.],NULL,[1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 3. 0. 0. 1. 1. 0. 1.]
b3,X,hh,N,17.0,NULL,17.0,NULL,17.0,NULL,17.0,NULL,17.0,NULL,18.0,1.0,18.0,NULL,18.0,NULL,13.0
b3,X,hh,snmin,-13.0,NULL,-13.0,NULL,-15.5,NULL,-16.5,NULL,-17.0,NULL,-17.5,-3.0,-19.0,NULL,-22.5,NULL,-17.0
b3,X,hh,snmax,-1.5,NULL,-3.0,NULL,-5.5,NULL,-6.0,NULL,-8.0,NULL,-3.5,-3.0,-3.5,NULL,-4.0,NULL,-6.5
b3,X,hh,countData,[1. 3. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 2. 0. 2. 2.],NULL,[2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 0. 0. 0. 6. 0. 2.],NULL,[2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 0. 2. 0. 4. 2.],NULL,[1. 3. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 2. 4. 0. 2. 0. 0. 2.],NULL,[2. 0. 3. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 4.],NULL,[2. 2. 1. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1.],[1.],[1. 2. 1. 1. 0. 0. 0. 0. 2. 2. 0. 2. 2. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1.],NULL,[2. 0. 0. 0. 0. 2. 0. 0. 0. 0. 4. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 4.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],NULL,[2. 2. 0. 0. 2. 0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
b3,C,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,vv,countData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,hv,countData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b3,C,hh,countData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f,Ka,vv,N,76.0,15.0,24.0,NULL,70.0,10.0,23.0,NULL,38.0,6.0,120.0,17.0,13.0,NULL,68.0,8.0,4.0
f,Ka,vv,snmin,-4.0,-10.0,-13.0,NULL,-13.5,-7.5,-10.0,NULL,-10.5,-8.0,-11.5,-8.5,-14.0,NULL,-16.5,-20.5,-24.5
f,Ka,vv,snmax,15.5,3.5,7.0,NULL,7.0,3.5,6.0,NULL,3.0,1.0,5.5,1.0,0.0,NULL,0.0,-4.5,-6.0
f,Ka,vv,countData,[ 1.  1.  0.  2.  1.  0.  0.  0.  3.  2.  6. 11.  9. 12.  2.  2.  3.  0.
  1.  1.  2.  0.  0.  2.  1.  1.  1.  3.  1.  1.  1.  0.  0.  1.  0.  1.
  0.  3.  0.  1.],[2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 1. 2. 1. 4.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 1. 0. 1. 0. 2.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1. 2. 0. 2. 2. 3. 1.],NULL,[ 2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  2.  0.  2.  1.
  1.  0.  0.  0.  1.  0.  1.  6.  6.  7.  7.  2. 10.  2.  0.  3.  0.  1.
  2.  4.  3.  1.  1.  3.  1.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 2. 2. 0. 1.],[2. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 2.
 0. 1. 1. 0. 1. 0. 1. 4. 2. 1.],NULL,[2. 0. 1. 0. 1. 3. 0. 1. 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 0. 1. 2. 1. 5. 4.
 3. 8. 1. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1.],[ 3.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0.  4.  0.  2.  0.  1.  0.  1.
  4.  3. 10.  9. 15. 11.  9.  6.  2.  1.  8.  8.  5.  9.  1.  3.  1.],[1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 3. 5. 2.],[2. 0. 1. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 2. 0. 2.],NULL,[ 1.  0.  0.  0.  3.  0.  1.  2.  0.  2.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  3.  5.  4. 11.  8.  7.  5.  8.  5.  0.  0.  1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 1. 0.
 2. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
f,Ka,hv,N,10.0,4.0,7.0,NULL,7.0,1.0,7.0,1.0,74.0,6.0,47.0,1.0,6.0,1.0,6.0,46.0,2.0
f,Ka,hv,snmin,-7.5,-12.0,-14.0,NULL,-13.0,-9.5,-13.5,-11.0,-19.5,-12.0,-14.0,-12.0,-15.5,-15.0,-21.0,-24.5,-30.0
f,Ka,hv,snmax,2.5,-9.0,2.5,NULL,0.5,-9.5,2.0,-11.0,-1.5,-7.0,-0.5,-12.0,-5.0,-15.0,-7.0,-13.0,-26.5
f,Ka,hv,countData,[1. 0. 2. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 2. 0. 1.],[1. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1.],NULL,[1. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.
 0. 0. 0. 0. 1.],[1.],[1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 0. 1. 0. 0. 0. 0. 0. 0. 1.],[1.],[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  1.  4.
  5.  3.  6.  6. 11.  3.  2.  1.  0.  2.  2.  0.  3.  5.  6.  2.  6.  0.
  1.],[1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1.],[2. 0. 1. 1. 4. 2. 2. 4. 8. 5. 6. 6. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.
 1. 0. 0. 1.],[1.],[1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2.],[1.],[1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 2.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 2. 2. 4. 4. 4. 4. 5. 5. 6. 5. 1.],[1. 0. 0. 0. 0. 0. 1.]
f,Ka,hh,N,69.0,10.0,21.0,NULL,68.0,9.0,20.0,NULL,58.0,NULL,157.0,16.0,10.0,NULL,65.0,46.0,2.0
f,Ka,hh,snmin,0.5,-1.0,-6.0,NULL,-8.0,-5.5,-9.5,NULL,-16.5,NULL,-13.0,-6.5,-15.5,NULL,-18.0,-14.5,-25.0
f,Ka,hh,snmax,20.5,6.5,8.0,NULL,7.0,5.5,6.5,NULL,1.0,NULL,7.0,4.0,0.0,NULL,0.5,-3.5,-5.0
f,Ka,hh,countData,[ 2.  1.  9.  9. 10.  7.  5.  1.  2.  1.  1.  2.  0.  0.  1.  2.  3.  3.
  0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  1.  1.  2.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  1.],[1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 2. 3. 0. 0. 1.],[2. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 2. 2. 2.
 2. 2. 0. 1. 1. 1.],NULL,[ 1.  2.  1.  0.  0.  1.  0.  1.  0.  0.  0.  2.  2.  0.  4.  7.  5. 11.
 10.  2.  1.  0.  0.  1.  1.  4.  4.  1.  0.  5.  2.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 4. 2. 0. 0. 0. 1.],[1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1.
 0. 3. 1. 1. 1. 0. 0. 5. 0. 1.],NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 1. 6. 3. 7. 2. 8. 3.
 6. 4. 0. 1. 0. 3. 0. 0. 1. 3. 1. 2. 3.],NULL,[ 1.  0.  0.  0.  1.  1.  0.  1.  1.  0.  3.  2.  8.  5.  7. 10.  6.  1.
  0.  1.  1.  2.  4.  3.  3.  7. 15. 16.  9.  3.  6.  1.  3.  2. 10.  8.
  8.  5.  0.  1.  1.  1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 4. 3. 5. 1.],[1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 1. 1. 2.],NULL,[1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 3.
 1. 5. 5. 6. 7. 4. 5. 4. 7. 2. 0. 2. 2. 2. 2.],[3. 2. 5. 5. 4. 2. 5. 9. 7. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
f,L,vv,N,106.0,NULL,60.0,NULL,102.0,NULL,59.0,NULL,NULL,NULL,98.0,1.0,2.0,1.0,92.0,1.0,2.0
f,L,vv,snmin,-7.0,NULL,-22.0,NULL,-28.0,NULL,-31.0,NULL,NULL,NULL,-37.5,-22.5,-24.0,-26.5,-41.0,-31.0,-34.5
f,L,vv,snmax,12.5,NULL,-0.5,NULL,-4.0,NULL,-15.5,NULL,NULL,NULL,-17.0,-22.5,-24.0,-26.5,-23.0,-31.0,-34.5
f,L,vv,countData,[ 1.  1.  0.  0.  1.  0.  0.  0.  1.  1.  0.  0.  1.  0.  2.  0.  5.  3.
  1.  4.  1.  1.  4.  5.  4. 12.  4.  5.  6.  5.  5.  7.  6.  2.  3.  3.
  3.  3.  2.  3.  1.],NULL,[1. 0. 0. 3. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 2. 2. 2.
 3. 2. 4. 2. 4. 4. 3. 3. 3. 0. 2. 2. 3. 1. 1. 0. 2. 3. 1.],NULL,[1. 2. 0. 1. 0. 0. 2. 0. 0. 2. 0. 1. 2. 1. 1. 0. 0. 1. 0. 4. 5. 4. 4. 5.
 5. 2. 4. 4. 3. 0. 3. 4. 5. 4. 5. 2. 7. 6. 2. 3. 1. 1. 0. 0. 0. 3. 1. 0.
 1.],NULL,[2. 1. 1. 2. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 1. 2. 3. 5. 6. 5. 6. 3. 4.
 3. 5. 2. 0. 1. 1. 0. 1.],NULL,NULL,NULL,[ 1.  2.  0.  1.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.  1.  2.  0.  0.
  2.  2.  0.  0.  2.  2.  9.  2.  4.  7.  6.  7.  4.  0.  1.  5.  7. 14.
  6.  1.  6.  0.  0.  1.],[1.],[2.],[1.],[ 1.  0.  0.  3.  0.  1.  0.  0.  1.  1.  0.  0.  0.  1.  1.  0.  1.  2.
  2.  0.  4.  4.  4.  9. 10. 10.  6.  9.  4.  6.  7.  1.  1.  1.  0.  1.
  0.  1.],[1.],[2.]
f,L,hv,N,47.0,NULL,56.0,NULL,77.0,NULL,49.0,NULL,NULL,NULL,51.0,NULL,NULL,NULL,39.0,1.0,2.0
f,L,hv,snmin,-28.0,NULL,-37.0,NULL,-42.5,NULL,-44.0,NULL,NULL,NULL,-48.5,NULL,NULL,NULL,-49.0,-42.0,-45.5
f,L,hv,snmax,-6.5,NULL,-16.0,NULL,-17.0,NULL,-27.5,NULL,NULL,NULL,-23.5,NULL,NULL,NULL,-31.0,-42.0,-45.5
f,L,hv,countData,[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.
 3. 2. 1. 2. 2. 0. 0. 2. 2. 5. 1. 2. 2. 2. 2. 1. 4. 5. 2. 1.],NULL,[1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 2. 0. 0. 1. 1. 0. 1. 0. 0. 0. 2. 0. 1.
 3. 5. 0. 5. 1. 3. 5. 4. 4. 0. 2. 1. 4. 0. 1. 2. 1. 0. 2. 2.],NULL,[1. 2. 0. 1. 0. 0. 1. 0. 0. 0. 3. 0. 1. 1. 0. 2. 0. 1. 0. 0. 1. 0. 3. 1.
 7. 6. 3. 3. 2. 3. 5. 0. 3. 2. 2. 1. 2. 1. 2. 2. 3. 2. 1. 2. 1. 3. 1. 0.
 0. 1. 0. 0. 1.],NULL,[ 1.  1.  1.  1.  0.  2.  0.  0.  0.  0.  3.  1.  0.  0.  0.  1.  1.  0.
  2.  1.  1.  3.  1. 11.  3.  3.  0.  4.  3.  1.  3.  0.  0.  1.],NULL,NULL,NULL,[1. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 1. 3. 0. 4. 1. 2. 1. 0. 4. 6. 0. 1. 1. 2. 2. 1. 2. 2. 1. 1. 0. 3.
 0. 0. 1.],NULL,NULL,NULL,[1. 1. 0. 1. 0. 2. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 0. 0. 2. 2. 5. 2.
 6. 3. 2. 0. 0. 2. 2. 2. 0. 0. 0. 0. 1.],[1.],[2.]
f,L,hh,N,126.0,NULL,60.0,NULL,88.0,NULL,60.0,NULL,NULL,NULL,128.0,1.0,2.0,1.0,75.0,1.0,2.0
f,L,hh,snmin,-9.0,NULL,-21.0,NULL,-30.0,NULL,-32.0,NULL,NULL,NULL,-35.0,-22.5,-25.5,-27.5,-38.5,-31.5,-33.0
f,L,hh,snmax,12.5,NULL,0.0,NULL,-4.0,NULL,-15.5,NULL,NULL,NULL,-16.5,-22.5,-25.5,-27.5,-23.5,-31.5,-33.0
f,L,hh,countData,[ 1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  2.  1.  0.  0.  0.  0.  1.  1.
  2.  0.  2.  8.  1.  1.  2.  1.  5.  3.  5.  4.  4.  8.  5.  6.  8.  9.
  6. 10.  6.  9.  4.  6.  3.  0.  1.],NULL,[1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 4. 3. 2. 3. 4. 2. 1.
 2. 3. 0. 2. 7. 2. 3. 1. 2. 4. 2. 2. 2. 0. 0. 0. 0. 2.],NULL,[2. 0. 1. 0. 1. 1. 0. 2. 1. 0. 2. 2. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 3. 6.
 8. 3. 7. 5. 3. 3. 1. 7. 8. 3. 3. 1. 2. 1. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0.
 1. 2. 1. 0. 1.],NULL,[1. 0. 0. 1. 3. 1. 0. 0. 0. 2. 0. 0. 2. 1. 1. 2. 0. 1. 3. 3. 5. 2. 3. 3.
 1. 3. 6. 5. 5. 2. 1. 1. 1. 1.],NULL,NULL,NULL,[ 1.  1.  0.  1.  0.  2.  0.  1.  1.  0.  1.  1.  0.  3.  4.  3.  4.  5.
  7.  4.  5. 14.  7.  4.  2.  5.  2.  5.  4.  4. 10.  4.  3.  7.  3.  2.
  3.  4.  1.],[1.],[2.],[1.],[ 1.  4.  0.  0.  1.  0.  1.  1.  0.  0.  1.  1.  0.  1.  1.  8.  3. 10.
  6. 10.  6.  7.  4.  1.  0.  4.  2.  1.  0.  0.  1.],[1.],[2.]
